link,source,bias,topic,titles,content,Country,title,Sentiment
https://edition.cnn.com/2024/12/13/politics/pelosi-hospital-injury/index.html,CNN,left,Business,,"CNN —  Rep. Nancy Pelosi underwent a “successful” hip replacement surgery Saturday and is “well on the mend,” according to a spokesperson, one day after being hospitalized from an injury sustained during an official engagement in Luxembourg.  Pelosi was admitted to a hospital in Luxembourg as the result of a fall on the stairs, three sources told CNN. Pelosi’s office declined to comm﻿ent on how the California congresswoman was injured.  Pelosi, 84, is receiving “excellent care” from doctors and medical professionals, Ian Krager, the spokesperson, said in a statement Saturday.  The US military had medevaced the former House speaker from Luxembourg to Landstuhl Regional Medical Center in Germany, according to a defense official. The medical center is a major military hospital that for years has treated US troops injured in combat.  “While traveling with a bipartisan Congressional delegation in Luxembourg to mark the 80th anniversary of the Battle of the Bulge, Speaker Emerita Nancy Pelosi sustained an injury during an official engagement and was admitted to the hospital for evaluation,” Krager said Friday.  Pelosi is “currently receiving excellent treatment from doctors and medical professionals. She continues to work and regrets that she is unable to attend the remainder of the CODEL engagements to honor the courage of our servicemembers during one of the greatest acts of American heroism in our nation’s history,” Krager said, adding that Pelosi “looks forward to returning home to the U.S. soon.”  The injury sustained by Pelosi came just days after longtime Senate GOP leader Mitch McConnell tripped and fell at the US Capitol, spraining his wrist and cutting his face.  McConnell sustained a “minor cut to the face” and was “cleared to resume his schedule,” a spokesperson for the 82-year-old Kentucky Republican said in a statement Tuesday.  This story and headline have been updated with additional information.  CNN’s Natasha Bertrand and Manu Raju contributed to this report.",US,Pelosi undergoes successful hip replacement surgery after fall on stairs in Luxembourg,"{'neg': 0.075, 'neu': 0.836, 'pos': 0.09, 'compound': 0.7269}"
https://edition.cnn.com/2024/12/14/entertainment/jay-z-lawsuit-response/index.html,CNN,left,Business,,"CNN —  Jay-Z is doubling down on his denial that he ever raped a teenage girl alongside Sean “Diddy” Combs, saying that newly revealed inconsistencies in her story prove that her account is not credible.  Earlier this week, an anonymous Jane Doe filed an amended complaint against Combs and Jay-Z, whose given name is Shawn Carter, which revealed that a previously unnamed celebrity in her original complaint against Combs, initially filed in October, was Carter. In the amended complaint, Carter is accused of raping the then-13-year-old Jane Doe at an afterparty for the MTV Video Music Awards in the year 2000.  The amended complaint made Carter the first celebrity to be accused of sexual assault in connection to Combs, who has pleaded not guilty to three federal charges and is awaiting a criminal trial.  In a new interview on Friday, the Jane Doe said she is standing by her rape accusation against Carter, but admits to inconsistencies in her original story, including key corroborating witnesses.  “I have made some mistakes,” the Jane Doe told NBC News. “You should always advocate for yourself and be a voice for yourself. You should never let what somebody else did ruin or run your life. I just hope I can give others the strength to come forward like I came forward.”  In her initial complaint, Jane Doe said that she asked her father to pick her up in 2000 after she was allegedly sexually assaulted by Carter and Combs. But her father now said that he does not recall picking her up, according to NBC News, which also reported that Jane Doe said that she spoke to a celebrity the night she alleged she was raped, but that celebrity said they were not in New York at the time her allegations took place.  Jane Doe’s attorney, Tony Buzbee, said that he is still vetting his client’s claims, but is standing by her accusations.  “Our client remains fiercely adamant that what she has stated is true, to the best of her memory. We will continue to vet her claims and collect corroborating data to the extent it exists. Because we have interrogated her intensely, she has even agreed to submit to a polygraph. I’ve never had a client suggest that before,” Buzbee told CNN via email on Friday evening. “In any event, we always do our best to vet each claim made, just as we did in this case. This has been extremely distressing for her, to the point she has experienced seizures and had to seek medical treatment due to the stress.”  In a statement issued to CNN, Carter said that the woman’s inconsistencies “proves” that Buzbee “filed a false complaint against me in the pursuit of money and fame.”  “This incident didn’t happen and yet he filed it in court and doubled down in the press,” Carter’s statement continued. “True Justice is coming. We fight FROM victory, not FOR victory. This was over before it began. This 1-800 lawyer doesn’t realize it yet, but, soon.”  Carter’s attorney, Alex Spiro, told CNN: “It is stunning that a lawyer would not only file such a serious complaint without proper vetting, but would make things worse by further peddling this false story in the press. We are asking the Court to dismiss this frivolous case today, and will take up the matter of additional discipline for Mr. Buzbee and all the lawyers that filed the complaint.”  Spiro also filed a letter to the judge on Friday night, regarding the inconsistencies in Jane Doe’s account, calling her allegations a “sham.”  “Basic facts in her narrative – the who, what, when, and where – are wrong,” Spiro wrote to the judge. “When pressed, the Plaintiff admitted she was ‘guessing’ about key details… She admits she has no single corroborating witness over the last 24 years.”  Prior to Buzbee filing Jane Doe’s amended complaint in which Carter was named, Carter’s lawyers had filed an extortion suit against Buzbee, claiming that the Houston-based attorney was trying to “shakedown innocent celebrities, politicians, and businesspeople with an army of masked accusers.”  Lawyers for Combs, who has previously denied all civil allegations against him, criticized Buzbee in a statement to CNN.  “This is the beginning of the end of this shameful money grab.”",US,Jay-Z says inconsistencies in rape accuser’s story proves her attorney was looking for ‘money and fame’,"{'neg': 0.111, 'neu': 0.816, 'pos': 0.073, 'compound': -0.9788}"
https://edition.cnn.com/2024/12/13/us/video/crystal-mangum-interview-duke-lacrosse-false-accusations-video-digvid,CNN,left,Business,,1. How relevant is this ad to you?  Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues,US,"Video: Crystal Mangum, who accused three Duke lacrosse players of rape, admits she lied","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
https://edition.cnn.com/2024/12/14/us/san-francisco-tornado-warning/index.html,CNN,left,Business,,"CNN —  For the first time in recorded history, downtown San Francisco was issued a tornado warning on Saturday as severe storms swept through the city, just one week after a tsunami warning triggered widespread panic in the region.  The San Francisco Department of Emergency Management confirmed the tornado threat ended around 6:14 a.m. PST after the storm moved northeast of downtown.  “Take shelter now in a basement or an interior room on the lowest floor of a sturdy building. If you are outdoors, in a mobile, home, or in a vehicle, move to the closest substantial shelter and protect yourself from debris,” SFDEM urged residents in an earlier tweet.  The National Weather Service (NWS) also issued a flood advisory and high wind warning, with sustained winds of up to 40 mph expected in areas along the coast. San Francisco Airport reported a wind gust of 72 knots (83 mph) at the time the storm passed by. Videos show extreme winds shaking palm trees in San Francisco and downed trees and power lines.  More than 10,000 people were without power in San Francisco as of Saturday morning.  California averages nine tornadoes in a year. No tornado warnings had ever previously been recorded for downtown San Francisco, the NWS confirmed.  One week prior, a tsunami warning was issued for the San Francisco Bay area and nearly 5 million people along parts of the Northern California and Oregon coastlines after a 7.0-magnitude earthquake struck off the California coast on December 5. A quake that strong is relatively rare, with officials reporting only about 15 around the world each year.  Coastal communities avoided potential disaster and the warning was canceled by the National Tsunami Warning Center after some residents fled their homes. Most significant off-coast quakes prompt such warnings, as experts have little time to determine the immediate risk, and the result of a tsunami could be disastrous.  The quake’s epicenter was in the Pacific Ocean south of Eureka, California, the US Geological Survey said. Eureka is the largest coastal city between San Francisco and Portland, Oregon, and about 300 miles northwest of Sacramento.",US,Downtown San Francisco experiences first tornado warning in recorded history,"{'neg': 0.138, 'neu': 0.835, 'pos': 0.026, 'compound': -0.989}"
https://edition.cnn.com/2024/12/14/us/bob-fernandez-pearl-harbor-death/index.html,CNN,left,Business,,"Honolulu AP —  Bob Fernandez, a 100-year-old survivor of the Japanese bombing of Pearl Harbor, died shortly after deteriorating health prompted him to skip a trip to Hawaii to attend last week’s remembrance ceremony marking the 83rd anniversary of the attack.  Fernandez died peacefully at the Lodi, California, home of his nephew, Joe Guthrie, on Wednesday. Guthrie’s daughter, Halie Torrrell, was holding his hand when he took his last breath. Fernandez suffered a stroke about a month ago that caused him to slow down but Guthrie said doctors attributed his condition to age.  “It was his time,” Guthrie said.  Fernandez was a 17-year-old sailor on board the USS Curtiss during the Dec. 7, 1941, attack that propelled the U.S. into World War II. A mess cook, he was waiting tables and bringing sailors morning coffee and food when they heard an alarm sound. Through a porthole, Fernandez saw a plane fly by with the red ball insignia known to be painted on Japanese aircraft.  He rushed down three decks to a magazine room where he and other sailors waited for someone to unlock a door storing shells so they could pass them to the ship’s guns. He has told interviewers over the years that some of his fellow sailors were praying and crying as they heard gunfire above.  “I felt kind of scared because I didn’t know what the hell was going on,” Fernandez told The Associated Press in an interview weeks before his death.  Fernandez’s ship, the Curtiss, lost 21 men and nearly 60 of its sailors were injured. The bombing killed more than 2,300 U.S. servicemen. Nearly half, or 1,177, were sailors and Marines on board the USS Arizona, which sank during the battle.  “We lost a lot of good people, you know. They didn’t do nothing,” Fernandez said. “But we never know what’s going to happen in a war.”  Pearl Harbor Navy veteran Bob Fernandez poses for a photograph with medals from his military service, Tuesday, Nov. 19, 2024, in Lodi, Calif. Godofredo A. Vásquez/AP  Fernandez had been planning to return to Pearl Harbor last week to attend an annual commemoration hosted by the Navy and the National Park Service but became too weak to make the trip, Guthrie said.  He was “so proud” of his six years in the Navy, all of it aboard the USS Curtiss, Guthrie said. Most of his casual clothes, like hats and shirts, were related to his service.  “It was just completely ingrained in him,” his nephew said.  Fernandez worked as a forklift driver at a cannery in San Leandro, California, after the war. His wife of 65 years, Mary Fernandez, died in 2014.  He enjoyed music and dancing, and until recently attended weekly music performances at a local park and a restaurant. He helped neighbors in his trailer park take care of their yards until he moved in with Guthrie last year.  “I’d do yard work and split firewood and he’d swing the axe a little bit,” Guthrie said. “We’d call it his physical therapy.”  Fernandez’s advice for living a long life included stopping eating once you’re full and marching up stairs. He said it was OK to take a nap, but do something like laundry or wash dishes before going to bed. He recommended being kind to everyone.  Guthrie said he thinks Fernandez would want to be remembered for bringing people joy.  “He would rake people’s yards if they couldn’t do it. He would paint a fence. He would help somebody,” Guthrie said. “He would give people money if they needed something. He was so generous and such a kind person. He made friends everywhere.”  Fernandez is survived by his oldest son, Robert J. Fernandez, a granddaughter and several great-grandchildren.  There are 16 known survivors of Pearl Harbor who are still alive, according to a list maintained by Kathleen Farley, the California state chair of the Sons and Daughters of Pearl Harbor Survivors. All of them are at least 100 years old.  Fernandez’s death would have brought the number to 15 but Farley recently learned of an additional survivor.",US,Pearl Harbor survivor Bob Fernandez dies at 100,"{'neg': 0.113, 'neu': 0.794, 'pos': 0.093, 'compound': -0.9676}"
https://edition.cnn.com/2024/12/13/us/video/tyree-wallace-free-life-sentence-non-profit-jake-tapper-dnt-lead-digvid,CNN,left,Business,,1. How relevant is this ad to you?  Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues,US,Video: He was in prison 26 years for a murder he says he didn’t commit. Now he is free,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
https://edition.cnn.com/2024/12/14/tech/aircraft-drone-identifier-apps/index.html,CNN,left,Business,,"New York CNN —  People in New Jersey are freaking(!) out(!) about sightings of what they say appear to be “giant drones” flying around at night. Government officials have said at least some of those sightings are just regular, old commercial flights.  Turns out, there are a few apps that could help prevent that kind of confusion.  Apps like Flightradar24, Plane Finder and FlightAware all have features that let users see, in real-time, what aircraft are flying around them, including the thousands of commercial and private flights and helicopters that may be in the skies at any given time. In some cases, the apps can also identify unmanned aircraft, such as commercial drones that are signaling their location the same way planes do.  With these apps — or their websites — you can open a map of your location and see the air traffic above you, along with details about individual aircraft such as its altitude, speed and destination. You may also see a code denoting the plane’s airline or a registration code for private aircraft.  With FlightRadar24 and Plane Finder, you can also point your phone camera at an aircraft in the sky and the apps will tell you about it, even at night — kind of like Shazam for airplanes.  Flightradar24 says that on any given day, it can track more than 200,000 aircraft through the skies. And following these planes has become a hobby for some people; for example, in August 2022, when a US Air Force plane carrying then-House Speaker Nancy Pelosi landed in Taiwan, more than 700,000 people witnessed the event in real-time via Flightradar24.  These apps work by collecting the data that most aircraft transmit to ground stations and other aircraft, known as “ADS-B” data, as well as satellites and other data sources.  But if you have trouble identifying a plane on the app, you may need to zoom out on the map — experts say aircraft are often farther away than they appear to the human eye.  Of course, not every aircraft is going to show up on those platforms — some small hobby drones, for example, don’t contain the kind of technology to broadcast their locations the way commercial aircraft do. Some military and high-profile aircraft, like Air Force One, are also blocked.",US,Want to know what’s flying overhead? There’s an app for that,"{'neg': 0.021, 'neu': 0.948, 'pos': 0.031, 'compound': 0.2114}"
https://edition.cnn.com/2024/12/13/india/india-pollution-kids-health-hnk-intl/index.html,CNN,left,Business,,"New Delhi CNN —  As pollution worsens in the Indian capital, parents are facing an impossible choice: stay or go.  Amrita Rosha, 45, is among those choosing to flee with her children. Both of them — Vanaaya, 4, and Abhiraj, 9 — suffer from respiratory problems due to rising pollution and need medication.  “We have no other option but to leave Delhi,” Rosha, a housewife who is married to a businessman, told CNN last month from her home in an affluent South Delhi neighborhood as she completed last-minute packing before leaving for the Gulf state of Oman.  Every year for the past decade, a blanket of smog has enveloped Delhi when winter approaches, turning day into night and disrupting the lives of millions of people. Some of them, particularly young children with less developed immune systems, are forced to seek medical care for breathing issues.  Rosha ensures her children get top health care — including doctors’ visits, steamers, inhalers and steroids — and trips outside Delhi to escape the choking air.  Amrita Rosha with her children Vanaaya, 4, and Abhiraj, 9, in her bungalow in South Delhi. Aishwarya S Iyer/CNN  While wealthy families like the Roshas can escape, it’s a different story for those without the means to leave.  About 15 miles away in a Delhi slum, Muskan, who goes by her first name, looks on with worry at the remaining medicine drops for her children’s nebulizer, a machine which turns liquid medication into fine mist to be inhaled through a face mask or mouthpiece.  The mother rations its use because she struggles to afford more.  “We give half-half (of the dosage) of the medicines to our children,” she said, referring to Chahat, 3, and Diya, 1. They’ve been on nebulizers since each of their first winters, as early as they were born.  Muskan bought the $9 nebulizer after weeks of hard work on the streets. She makes a living picking up rags and other pieces of refuse, and her husband is a day laborer.  “When they cough, I feel scared that my children may die. I’m filled with regret, as I keep worrying about something awful happening to them,” she said.  Muskan holds her daughter Diya while while her 3-year-old son Chahat uses the nebulizer. “He thinks it is a toy,” she said as he puts it on himself with ease. Aishwarya S Iyer/CNN  Leaving Delhi  The suffering of Delhi’s children, year after year, has become impossible to ignore.  “Children are having to rely on steroids and inhalers to breathe … all of north India has been pushed into a medical emergency,” Delhi’s Chief Minister Atishi, who goes by her first name, said last month.  The Supreme Court has stepped in to monitor the measures introduced to curb pollution, which is generally caused by a combination of factors including vehicular emissions, crop burning and construction work, along with unfavorable meteorological and climatic conditions.  This has included banning cars, demolition and construction work, and spraying roads with water. Authorities have also increased public transport and cracked down on crop burning.  Despite these measures, Delhi has remained the most polluted city across India in November for eight years, according to the Centre for Research on Energy and Clean Air.  Manjinder Singh Randhawa, a doctor in the pediatric intensive care unit at the Rainbow Children’s Hospital, said this year he has been diagnosing younger children with asthma in “a very critical state” for the first time.  Video Ad Feedback India's toxic smog puts children at risk 02:54 - Source: CNN  In the long-term, pollution can have a serious impact on the respiratory, immune and cardiovascular systems, he added.  CNN has reached out for comment to the central and state government, and the Commission for Air Quality Management responsible for maintaining air quality in the region.  In some parts of Delhi last month, pollution levels exceeded 1,750 on the Air Quality Index, according to IQAir, which monitors global air pollution. Any reading above 300 is considered a health hazard.  During these weeks the pollution levels for PM 2.5, smaller particles which can penetrate deep into the lungs, spiked to more than 70 times the health limits set by the World Health Organization. It was over 20 times that level this week. Studies indicate that inhaling PM 2.5 can lead to cognitive impairment in children.  A costly escape  Some parents, like Deepthi Ramdas, prioritized their children’s health and relocated years ago. When her son Rudra was born three years ago, she did not think leaving Delhi would ever be on the cards. But that changed when she saw him admitted to a pediatric intensive care unit in January 2022.  The doctors told her she should leave Delhi if she wanted her son’s lungs to develop, Deepthi recalled. Since she had family in the southern state of Kerala, she decided to go.  “It was not an easy decision. I had to quit my job which I loved… and because my husband had to continue to be in Delhi for work… we got into a long-distance marriage,” she said.  Deepthi Ramdas' son was hospitalized when he was less than a year old in 2022. “We keep this as a keepsake to remember one of his worst times yet,” she said. Deepthi Ramdas  But Deepthi finds relief in knowing Rudra has had no breathing issues in Kerala. They visited Delhi in the first week of December to meet their father. “We hoped since he is 3 now (that) his lungs would be stronger, but within a few days Rudra had an attack and was on nebulizers again,” Deepthi said.  “Looking at him like that was heartbreaking. There is no way I am moving back to Delhi,” she said, sharing pictures of Rudra from when he was in hospital in 2022 to him playing outdoors in Kerala in October.  Anxiety in the air  Many parents in Delhi are living under anxiety fueled by their inability to escape the city due to work and other commitments.  “This is not something you just do, you have to plan it, and be fortunate enough,” 29-year-old mother Urvee Parasramka told CNN. Her daughter Reva, 2, has been on nebulizers since her first winter, she said.  When Urvee was expecting, she recalls her husband, Prateek Tulsyan, responding to news of pollution by saying he’d ensure there were enough air purifiers at home to protect his child. However, nine months after delivery, Reva had her first attack.  “There was a lot of panic then. It was hard to understand why she even needed such heavy medication. I was very scared. It took me a while to come around,” Prateek told CNN.  Urvee added: “I am constantly checking her temperature, do not allow her to go out or eat anything that may exacerbate her condition. I am now an over-protective parent.”  If she hears Reva sneeze, she knows a cough is coming, followed by congestion and then the need for the nebulizer.  Urvee said they’ve decided to move to Guwahati, northeast India, where the air quality is better, during the high pollution months next year.  “I am born and brought up here, comfortable here, so to create another home there won’t be easy but we have no choice,” she said.  No way out  Muskan and her neighbors in the Delhi slum are not as fortunate.  She runs to the shared nebulizer when her children show symptoms like chest pain, coughing or vomiting. She says the children ask for it themselves and use it with practiced precision. But not everyone is able to afford to have the machine at home.  Some of her neighbors rush to the nearest private clinic and pay about 80 rupees or $1 for each treatment.  One of them is Deepak Kumar, a daily wage worker with four children. His youngest and only daughter, Kripa, 1, is using a nebulizer for the second consecutive winter season since her birth.  Deepak Kumar holds his daughter Kripa, 1, for whom he has had to take on debt to pay for urgent medical expenses. “If I put her down she starts crying,” he said. Aishwarya S Iyer/CNN  “The doctor asked us to buy it, but we do not have that kind of money,” he said.  One visit to the doctor costs more than his daily wage.  Nights are the worst. When there are no doctors available, he relies on balms and steam to help his daughter get through the night. Even when she is sleeping well, the mounting debt due to medical expenses keeps him awake.  “Yes, I am in debt of 20,000 rupees ($235) and to pay that off I am trying to work even harder,” he said.  Many like Kumar have come to Delhi from different parts of India to seek a better life, but they’re stuck.  “It should not be so hard to live in the capital,” he said.",US,Delhi smog: Meet the kids struggling to breathe in India’s choked capital,"{'neg': 0.101, 'neu': 0.815, 'pos': 0.084, 'compound': -0.9723}"
https://edition.cnn.com/2024/12/13/science/oldest-human-dna-neanderthal-ancestry/index.html,CNN,left,Business,,"Sign up for CNN’s Wonder Theory science newsletter. Explore the universe with news on fascinating discoveries, scientific advancements and more.  CNN —  Scientists say they have recovered the oldest known Homo sapiens DNA from human remains found in Europe, and the information is helping to reveal our species’ shared history with Neanderthals.  The ancient genomes sequenced from 13 bone fragments unearthed in a cave beneath a medieval castle in Ranis, Germany, belonged to six individuals, including a mother, daughter and distant cousins who lived in the region around 45,000 years ago, according to the study that published Thursday in the journal Nature.  The genomes carried evidence of Neanderthal ancestry. Researchers determined that the ancestors of those early humans who lived in Ranis and the surrounding area likely encountered and made babies with Neanderthals about 80 generations earlier, or 1,500 years earlier, although that interaction did not necessarily happen in the same place.  Scientists have known since the first Neanderthal genome was sequenced in 2010 that early humans interbred with Neanderthals, a bombshell revelation that bequeathed a genetic legacy still traceable in humans today.  However, exactly when, how often and where this critical and mysterious juncture in human history took place has been hard to pin down. Scientists have believed interspecies relations would have occurred somewhere in the Middle East as a wave of Homo sapiens left Africa and bumped into Neanderthals, who had lived across Eurasia for 250,000 years.  The cave where the ancient human remains were found is located beneath a castle in Ranis, Germany. Martin Schutt/picture alliance/Getty Images  A broader study on Neanderthal ancestry, published Thursday in the journal Science, that analyzed information from the genomes of 59 ancient humans and those of 275 living humans corroborated the more precise timeline, finding that the majority of Neanderthal ancestry in modern humans can be attributed to a “single, shared extended period of gene flow.”  “We were far more similar than we were different,” Priya Moorjani, a senior author of the Science study and an assistant professor in the department of molecular and cell biology at the University of California, Berkeley, said at a news briefing.  “The differences that we imagined between these groups to be very big, actually, were very small, genetically speaking. They seem to have mixed with each other for a long period of time and were living side by side for a long period of time.”  The research pinpointed a pivotal period that began about 50,500 years ago and ended around 43,500 years ago — not long before the now extinct Neanderthals began to disappear from the archaeological record. Over this 7,000-year time frame, early humans encountered Neanderthals, had sex and gave birth to children on a fairly regular basis. The height of the activity was 47,000 years ago, the study suggested.  The research also showed how certain genetic variants inherited from our Neanderthal ancestors, which make up between 1% and 3% of our genomes today, varied over time. Some, such as those related to the immune system, were beneficial to humans as they lived through the last ice age, when temperatures were much cooler, and they continue to confer benefits today.  The two studies lend “substantial confidence” to the timing of when humans and Neanderthals exchanged genes, something geneticists describe as introgression, said evolutionary geneticist Tony Capra, a professor of epidemiology and biostatistics in the Bakar Computational Health Sciences Institute at the University of California, San Francisco.  “Genetic data from this crucial period in our evolution are very rare,” said Capra, who wasn’t involved in the research, via email. “These studies underscore how having even a few ancient genomes provides powerful perspective that enabled the authors to refine our understanding of human migration and Neanderthal introgression.”  A skull found in Zlatý kůň in the Czech Republic contains DNA that linked the woman to the Ranis individuals. Marek Jantač  The scientists working on the two research projects decided to publish their work at the same time when they realized they had separately reached a similar conclusion.  How Neanderthal ancestry has shaped human genes  The research in Science found that genetic variants inherited from our Neanderthal ancestors are unevenly distributed across the human genome.  Some regions, which the scientists call “archaic deserts,” are devoid of Neanderthal genes. These deserts likely developed quickly after the two groups interbred, within 100 generations, perhaps because they resulted in birth defects or diseases that would have affected the survival chances of the offspring.  “It suggests that hybrid individuals who had Neanderthal DNA in these regions were substantially less fit, likely to due to severe disease, lethality, or infertility,” Capra said via email.  In particular, the X chromosome was a desert. Capra said the effects of Neanderthal variants that cause disease could be greater on the X chromosome, perhaps because it is present in two copies in females, but only present in one copy in males.  “The X chromosome also has many genes that are linked to male fertility when modified, so it has been proposed that some of this effect could have come from introgression leading to male hybrid sterility,” he said.  The Neanderthal gene variants detected most frequently in ancient and modern Homo sapiens genomes are related to traits and functions that included immune function, skin pigmentation and metabolism, with some increasing in frequency over time.  “Neanderthals were living outside Africa in harsh, ice age climates and were adapted to the climate and to the pathogens in these environments. When modern humans left Africa and interbred with Neanderthals, some individuals inherited Neanderthal genes that presumably allowed them to adapt and thrive better in the environment,” said Leonardo Iasi, co-lead author of the Science paper and a doctoral student at the Max Planck Institute for Evolutionary Anthropology in Leipzig, Germany.  The individuals living at Ranis had 2.9% Neanderthal ancestry, not dissimilar to most people today, the Nature study found.  The new timeline allows scientists to understand better when humans left Africa and migrated around the world. It suggested that the main wave of migration out of Africa was essentially done by 43,500 years ago because most humans outside Africa today have Neanderthal ancestry originating from this period, the Science study suggested.  However, there is still much scientists don’t know. It’s not clear why people in East Asia today have more Neanderthal ancestry than Europeans, or why Neanderthal genomes from this period show little evidence of Homo sapiens DNA.  While the genomes sequenced from the Ranis individuals are the oldest Homo sapiens ones, scientists have previously recovered and analyzed DNA from Neanderthal remains that date back 400,000 years.  Lost branch of the human family tree  The individuals who called the cave in Ranis home were among the first Homo sapiens to live in Europe.  These early Europeans numbered a few hundred and included a woman who lived 230 kilometers (143 miles) away in Zlatý kůň in the Czech Republic. DNA from her skull was sequenced in a previous study, and researchers involved in the Nature study were able to connect her to the Ranis individuals.  These individuals had dark skin, dark hair and brown eyes, according to the study, perhaps reflecting their relatively recent arrival from Africa. Scientists are continuing to study remains from the site to piece together their diet and how they lived.  The family group was part of a pioneer population that eventually died out, leaving no trace of ancestry in people alive today. Other lineages of ancient humans also went extinct around 40,000 years ago and disappeared just like the Neanderthals ultimately did, said Johannes Krause, director at the department of archaeogenetics at the Max Planck Institute for Evolutionary Anthropology. These extinctions may suggest that Homo sapiens did not play a role in the demise of Homo neanderthalensis.  “It’s kind of interesting to see that human story is not always a story of success,” said Krause, a senior author of the Nature study.",US,Oldest human DNA helps pinpoint when early humans interbred with Neanderthals,"{'neg': 0.024, 'neu': 0.943, 'pos': 0.033, 'compound': 0.8181}"
https://edition.cnn.com/2024/12/14/sport/lindsey-vonn-world-cup-skiing-return-spt-intl/index.html,CNN,left,Business,,"CNN —  Skiing great Lindsey Vonn has announced that she will make her World Cup return at St Moritz, Switzerland next weekend.  In a video posted by her sponsor, Red Bull, on Friday, the 40-year-old Vonn said: “So, I have some news. My body is finally put back together and I hear St Moritz is pretty nice this time of year.”  Vonn announced her retirement from competitive skiing in 2019 after 18 years on the World Cup circuit. In that time, she recorded 82 World Cup race wins, eight world championship medals and three Winter Olympic medals.  After undergoing successful partial knee replacement surgery earlier this year, the American star decided to return to ski racing.  “I feel stronger now than I did in my late 20s,” she said, per Reuters. “The passion for skiing has never gone away, I just wasn’t physically able to do it anymore.  “It was pretty soon after surgery and in the rehab process that I was already doing things that I hadn’t done in years,” she added.  “My body was just functioning better. Obviously, I am a lot happier because I’m not in pain 24 hours a day. I’m getting stronger and better and faster than I was for a long, long period of time.”  Vonn recently competed in lower-level events in Copper Mountain, Colorado in order to gain eligibility to compete at World Cup races.  According to The Associated Press, she will race in two super-G events in St. Moritz, where she has previously won five World Cup titles. The super-G competitions in the Swiss resort are scheduled to take place on December 21 and 22.  The US Ski Team confirmed to CNN that Vonn will compete in St. Moritz.  “One thing I realized is that life is really short,” Vonn said in the video posted by Red Bull. “If you have an opportunity, you have to take it. There’s nothing that I love more than ski racing.”  Vonn’s haul of 82 World Cup wins puts her third on the all-time list behind Sweden’s Ingemar Stenmark on 86 and compatriot Mikaela Shiffrin on 99.",US,Lindsey Vonn to make World Cup skiing return in St. Moritz,"{'neg': 0.016, 'neu': 0.829, 'pos': 0.156, 'compound': 0.9943}"
