link,source,bias,topic,title,content
https://mainichi.jp/articles/20241206/k00/00m/010/384000c,mainichi,left,Politics,年金改革、公明党が厚労相に提言提出　基礎年金底上げ案を評価,年金改革、公明党が厚労相に提言提出　基礎年金底上げ案を評価公明党は6日、次期年金制度改革に向けた提言を、福岡資麿厚生労働相に提出した。基礎年金の給付水準底上げや、在職老齢年金（在老）の見直しについて、厚労省案の方向を大筋了承する内容になっている。基礎年金の給付水準底上げ案は、会社員らが加入する厚生年金の積立金の一部を基礎年金の財源に充てつつ、物価や賃金に合わせ給付を減らす「マクロ経済スライド」による調整期間を基礎年金で短縮するというもの。提言では「（現役の手取り収入に対する年金支給額の比率を示す）所得代替率の低下を防ぐ」と評価した。一方で、基礎年金の半分は国庫負担のため、「将来の安定的な財源確保についても検討を」と求めた。高額な給与収入を得る65歳以上の厚生年金を減らす在老については、「一部の業界で高齢化や人手不足の状況が見られる」として、働く意欲のある高齢者の就業促進を目指して見直しを要請。社会保険料の「年収の壁」を巡っては、パート労働者らを厚生年金加入対象に含める適用拡大の実現を求めると同時に、保険料負担が発生する事業所などへの配慮も検討を求めた。【宇多川はるか】
https://mainichi.jp/articles/20241205/k00/00m/010/221000c,mainichi,left,Politics,自民、闇バイト対策で「仮装身分捜査」導入を提言　AIで情報削除も,自民、闇バイト対策で「仮装身分捜査」導入を提言　AIで情報削除も闇バイト対策などを議論する自民党の「治安・テロ・サイバー犯罪対策調査会」（会長・高市早苗前経済安全保障担当相）は5日、捜査員が身分を偽って闇バイトに応募する「仮装身分捜査」の導入などを求める緊急提言をとりまとめた。事務局長を務める佐藤啓参院議員によると、首謀者が海外から実行役に指示を出すなど「顔の見えない犯罪」である闇バイト事件に対処していくためには「新たな捜査手法を確立していく必要がある」と指摘。捜査員が闇バイトに応募する際に架空の運転免許証などを示した場合でも、刑法上の「正当行為」と位置づけ、文書偽造などの違法性は問われないと説明した。現行法でも対処可能として速やかに実施するよう求めた。また、闇バイトの募集情報がインターネット上に掲載された場合に、AI（人工知能）も活用してすぐに削除される仕組みの構築も盛り込んだ。高市氏は会合後、記者団に「国民の命を守る、財産を守る。そして少しでも安心感を持っていただく。これに資する緊急提言案になったと思う」と語った。【高橋祐貴】
https://mainichi.jp/articles/20241202/k00/00m/020/273000c,mainichi,left,Politics,政府・与党、ラピダス念頭に税制優遇策導入へ　国産半導体企業を支援,政府・与党、ラピダス念頭に税制優遇策導入へ　国産半導体企業を支援自民党税制調査会は2日、次世代半導体の量産を目指す国策ベンチャー、ラピダスを念頭に置いた税制優遇策を設ける方針を固めた。政府はラピダスに対する支援を強化する方針を示していることから、12月にまとめる政府税制改正大綱にも盛りこむ見通しだ。政府はラピダスに対して将来的な出資も検討しているが、出資金が増えると法人税の負担が重くなる。税負担を軽減すべく、課税する金額を減免したり、税率を引き下げたりすることなどを検討する。具体的な制度設計は今後詰める。政府は11月に決定した総合経済対策で、ラピダスを含む半導体・人工知能（AI）分野の支援に2030年度までに10兆円以上の公的支援をする新たな枠組みづくりを盛りこんだ。研究開発段階では補助金など6兆円で支え、量産化以降は政府系金融機関からの出資や民間企業の融資に対する債務保証として4兆円の支援を計画する。【杉山雄飛、古川宗】
https://mainichi.jp/articles/20241202/k00/00m/010/229000c,mainichi,left,Politics,政策活動費廃止法案　立憲、今週中に野党共同提出目指す方針を確認,政策活動費廃止法案　立憲、今週中に野党共同提出目指す方針を確認立憲民主党は2日、政治改革推進本部（本部長・大串博志代表代行）の総会を国会内で開き、使途公開不要な政策活動費の廃止を盛り込んだ法案を巡り、今週中に野党で共同提出することを目指す方針を確認した。他の野党と連携しやすい項目を先行させ、与党に実現を迫る構えだ。終了後、大串氏は「今週にも出せるところは出したい。少しずつパーツを区切って、ほかの野党に賛同してもらう」と記者団に述べた。総会では、企業・団体献金の禁止や、政治資金の世襲制限を盛り込んだ法案なども賛同する野党と共に順次提出する方針を申し合わせた。
https://mainichi.jp/articles/20241202/k00/00m/010/063000c,mainichi,left,Politics,マイナ保険証　官房長官「メリットや利用方法を周知する」,マイナ保険証　官房長官「メリットや利用方法を周知する」林芳正官房長官は2日の記者会見で、同日から健康保険証の新規発行が停止され、今後はマイナンバーカードに保険証機能を持たせた「マイナ保険証」の利用が基本になることについて「より良い医療を受けることができ、救急隊がいち早く受診歴や薬剤情報を確認できる仕組みを構築している」と利点を強調した。その上で「引き続きメリットや利用方法について周知を行い、利用促進を図っていく」と述べた。マイナ保険証を巡っては、発行時に個人情報のひも付けミスが多発するなどのトラブルも起きており、利用率は2割未満となっている。【鈴木悟】
https://mainichi.jp/articles/20241129/k00/00m/010/289000c,mainichi,left,Politics,24年度補正予算案　「額ありき」でまた拡大　成長戦略の影響大きく,24年度補正予算案　「額ありき」でまた拡大　成長戦略の影響大きく政府が29日閣議決定した2024年度補正予算案の一般会計歳出は13兆9433億円となり、23年度の補正予算の規模（13兆1992億円）を上回った。物価高対策は以前より規模を縮小した事業もあるが、緊急性に乏しい産業政策などが膨らんだためだ。財源の5割を国債発行でまかなうなど、借金頼みの構造も続いている。補正予算のうち、国民生活に直結する物価高対策では、低所得世帯向け給付金の額は3万円（子育て世帯は子ども1人当たり2万円加算）で、23年度の7万円より縮小した。電気・ガス代の補助額も減っている。財務省幹部は「額ありきではなく、物価上昇に追いつけない分を踏まえて設定した」と指摘する。10月の衆院選で現役世代の給与などを増やすことを主張する国民民主党が躍進したこともあり、「政治的にも『給付』はもうトレンドではない」（関係者）とみられていることも影響したようだ。補正予算の総額が膨らんだのは、1月に発生した能登半島地震を受け、自然災害からの復旧・復興費（6677億円）や、旧優生保護法下で不妊手術を受けた障害者らへの補償金支給（878億円）が盛り込まれた面もある。だが、国内投資促進など成長戦略の影響も大きそうだ。半導体や人工知能（AI）分野への支援として約1・3兆円を計上したが、このうち先端半導体の量産を目指すラピダス支援を念頭に置いた基金向けが約1兆円を占める。また創薬支援策なども盛り込まれているが、企業にとってはいずれも中長期的な投資計画と関係するだけに、市場関係者からは「非常時に編成する予算ではなく、当初予算で計上すべきではないか」との声も出ている。今回の補正予算は22日に決定した経済対策を裏付けるが、結局、石破茂首相が衆院選で経済対策規模の前年超えを表明したことで、対策の中身よりも「額ありき」で議論が進んだ影響が大きそうだ。野党内でもこれを問題視して、減額を求める声もあり、今後の国会論戦でも予算の中身が厳しく問われることになりそうだ。【加藤美穂子、福富智、町野幸】
https://mainichi.jp/articles/20241129/k00/00m/010/282000c,mainichi,left,Politics,2024年度の税収見通しは73兆円　5年連続で過去最高更新へ,2024年度の税収見通しは73兆円　5年連続で過去最高更新へ政府は29日、2024年度の税収が73兆4350億円になるとの見通しを発表した。実現すれば23年度の72兆761億円を上回り、5年連続で過去最高を更新する。定額減税の影響により所得税収は落ち込んだものの、好調な企業業績を反映して法人税収が伸びるほか、物価高の影響による消費税収も想定より上振れた。所得税は、企業の賃上げによる給与の伸びや雇用者の増加などがあったものの、6月から始まった定額減税の影響で23年度より1兆9440億円減の20兆1090億円を見込んだ。また、法人税は18兆540億円を見込む。企業収益の見通しを反映し、前年度を2兆1934億円上回る予想だ。円安が輸出企業の業績を押し上げている。消費税は前年度比1兆2507億円増の24兆3430億円を見込む。【加藤美穂子】
https://mainichi.jp/articles/20241129/k00/00m/010/268000c,mainichi,left,Politics,「103万円の壁」引き上げ　政府、物価上昇率を基準に控除額検討,「103万円の壁」引き上げ　政府、物価上昇率を基準に控除額検討政府は29日、所得税がかかり始める「年収103万円の壁」の見直しについて、物価上昇率を基準に控除額を引き上げる検討に入った。ただ、国民民主党は最低賃金の上昇率に基づき課税水準を178万円に引き上げることを求めている。政府は今後、与党や国民民主との協議を加速させて、引き上げ幅を決める。政府は長らく続いてきたデフレから脱却し、足元の物価上昇への対応を念頭に控除額の引き上げを検討する。所得税の基礎控除は、歴史的に物価や所得の上昇に合わせて引き上げられてきた経緯があることも考慮する。政府関係者は「最低賃金を基準にするのは厳しい。労働生産性を上げる経済政策の色彩が強い」とする。最低賃金を基準とした控除額の引き上げは過去に例がない。また減収幅を抑えたいとの思惑もあると見られる。物価上昇率にもさまざまな捉え方があり、具体的な引き上げ幅の議論はこれからだ。第一生命経済研究所の試算によると、消費者物価指数（総合）は1995年と比べて、2024年は1割強の上昇になる。これを基に引き上げ幅を算出すると課税水準は116万円になる。食料品や光熱費など生活必需品を中心とした物価上昇率だと128万円、食料品のみの上昇率では140万円になる。複数の与党関係者によると、政府側は「上昇率1割程度」を根拠にする案を示したり、ある程度の幅を持たせたりする案を示しているという。所得税がかからない103万円の水準は、最低限の生活費に課税しない基礎控除（48万円）と、スーツ代など会社員の経費を差し引く給与所得控除（55万円）の合計からなる。国民民主は103万円が決まった95年当時と比べて最低賃金の全国平均が24年度に1・73倍になっていることを根拠に、課税最低限を178万円に引き上げるべきだとする。政府は178万円へと引き上げると、住民税の減税分も含めて国と地方で年7兆～8兆円の税収減が生じるとしている。【杉山雄飛、高橋祐貴、小田中大、野間口陽】
https://mainichi.jp/articles/20241129/k00/00m/010/191000c,mainichi,left,Politics,財政審「歳出構造平時化を」　コロナ禍前上回る国債発行を問題視,財政審「歳出構造平時化を」　コロナ禍前上回る国債発行を問題視財務相の諮問機関である財政制度等審議会（会長・十倉雅和経団連会長）は29日、2025年度予算編成などに関する建議（意見書）をまとめ、加藤勝信財務相に提出した。建議では、賃上げや投資の活発化による経済成長を実現する「新たなステージへの移行」が進む中、大型の補正予算編成とコロナ禍前を上回る額の国債発行が続いていることを問題視した。欧米各国と同様に「歳出構造の平時化に向けた取り組みを加速すべき」だとした。財政健全化に向けては、25年度の国・地方を合わせた基礎的財政収支（プライマリーバランス＝PB）黒字化目標達成に向け、「不退転の覚悟を持って予算編成に臨むことが求められる」とした。PB目標達成は「一里塚」であり、予算編成は規模ありきではなく、中身の重点化、施策の優先順位付けの徹底などが必要だとした。物価上昇への対応として、政府支出においても一定の配慮が必要との考えも示した。一方で、高齢化で増え続けている社会保障給付について「制度改革なく物価高や賃金上昇などを反映すれば、給付費を賄うためには更なる保険料の上昇を余儀なくされる。その結果、現役世代の負担が増加することにも留意が必要である」とも指摘した。現役世代の負担に目配りしつつ「全世代型社会保障」構築に向けた改革を進めていくことも求めた。政府が進める子育て政策をスピード感を持って効果的なものとするため、施策の実施状況の検証や不断の見直しをしていくべきだとした。財政審財政制度分科会の増田寛也会長代理（日本郵政社長）は建議手交後の記者会見で、来年度予算編成について「いくつかの政党の主張を踏まえながら予算編成するという昨年とは違う局面だ。財政を拡張させる方向に働いていく可能性がある」としたうえで、「財政がどうあるべきか、多方面の分野の人が集まって政府と違う形で意見を言うことには意味がある」と財政審の役割を話した。【加藤美穂子】
https://mainichi.jp/articles/20241129/k00/00m/010/134000c,mainichi,left,Politics,石破首相肝いりの地方創生　有識者会議で初会合　過去の施策を検証,石破首相肝いりの地方創生　有識者会議で初会合　過去の施策を検証政府は29日、石破茂首相が最重要課題に掲げる地方創生について議論する有識者会議「新しい地方経済・生活環境創生会議」（座長・増田寛也日本郵政社長）の初会合を開いた。これまでの施策を検証し、専門家の知見を今後の政策に反映させていく狙い。委員らによる地方視察も実施し、現場の幅広い声も反映させていく。この日の会合では、委員がこれまでの地方創生について議論。「現状維持策ではなく、（人口が）縮むことを前提にした方策が大切だ」「若者と女性の働き方の問題を解決しないとお金を配ったところで何ら解決しない」などの意見があった。政府は地方への交付金を当初予算ベースで倍増する方針や、魅力ある働き方の推進に取り組む考えを示している。有識者会議の議論も踏まえ、地方創生の基本的な考え方を年末に取りまとめる方針だ。【内田帆ノ佳】
https://mainichi.jp/articles/20241128/k00/00m/010/322000c,mainichi,left,Politics,「103万円の壁」引き上げ幅で駆け引き　自公、国民へ財源説明要求,「103万円の壁」引き上げ幅で駆け引き　自公、国民へ財源説明要求2025年度の税制改正を巡る自民・公明両党と国民民主党の協議が28日、国会内であった。自公側は、所得税がかかり始める「年収103万円の壁」の引き上げを求める国民民主に対し、目的や財源について説明を求めた。国民民主は提示された論点を持ち帰り、次の協議で回答する。与党は年末までに税制改正大綱をとりまとめる考えで、引き上げ幅などを巡り駆け引きが続く。非公開の協議で自公は、国民民主が所得税の非課税枠を103万円から178万円に引き上げるよう求めていることについて、就業調整対策か、消費活性化のための減税による「手取り増」なのか、生計費への配慮なのかなど目的を明確にするよう要望した。国民民主によると優先順位をつけるよう求められたという。控除額の引き上げに伴う大幅な税収減を補う策として、自公は▽歳出削減▽経済効果による税収増▽家計の負担増とならない増税――の選択肢を例示。源泉徴収の事務負担などへの影響も尋ねた。公明関係者は「負担があるから責任を持ってくれということだ」と語った。国民民主はアルバイトで働く学生らを扶養する親の税負担を軽くする「特定扶養控除」の見直しも求めており、自公はその狙いについても協議の中で質問した。自公は協議で所得減税による経済効果など内閣府の推計を示した。物価変動を含めた名目国内総生産（GDP）1％相当額（6・1兆円）を減税した場合、名目GDPで0・2％（1・3兆円）プラスになる一方、財政赤字の対名目GDP比は一定程度拡大するとした。ガソリン税の上乗せ分（25・1円）の廃止などを国民民主が求めていることについては、自公は1年先送りするよう求めた。協議終了後、自民の後藤茂之税調小委員長は記者団に「政策のターゲットが分かれば、どういう手段を講じていくのかにつながる。経済効果による税収は恒久財源にはならない」と述べた。国民民主の古川元久税調会長は「手取りを増やしていかなければいけない認識は共有できた」と述べた。ガソリン減税については「これからの話。議論していない」と話した。年収103万円の壁の引き上げはどの水準が適切なのか。国民民主が主張する178万円の根拠は最低賃金の上昇率で、1995年からの上昇率73％と同じ割合の75万円の引き上げを求めている。一方、所得税がかからない103万円の水準は、最低限の生活費に課税しない基礎控除（48万円）と、スーツ代など会社員の経費を差し引く給与所得控除（55万円）の合計で設定されている。国民民主は基礎控除の引き上げを求めているため、「最低限の生活費」をどう換算するかが論点となる。第一生命経済研究所の試算では、食料品や光熱費など生活必需品を中心とした消費者物価上昇率では128万円、食料品のみの上昇率では140万円になったという。同研究所の星野卓也主席エコノミストは「物価が上がるインフレ経済では、定期的に税制の調整が必要。与野党はその場しのぎの減税策ではなく、将来につながる議論をすべきだ」と指摘する。【杉山雄飛、小田中大、野間口陽、遠藤修平】
https://mainichi.jp/articles/20241128/k00/00m/010/308000c,mainichi,left,Politics,自民、アジアの安保環境議論の特命委発足　石破首相「変節」批判受け,自民、アジアの安保環境議論の特命委発足　石破首相「変節」批判受け自民党は28日、石破茂首相が持論とする「アジア版NATO（北大西洋条約機構）」構想などを念頭に、アジアの安全保障のあり方について議論する特命委員会を発足させた。中国やロシア、北朝鮮の軍事的な活動の活発化に加え、来年1月に就任するトランプ次期米大統領の「米国第一」主義がもたらす安保環境の変化への備えについても議論する。委員長に就いた小野寺五典政調会長は初会合で「石破首相が言うようにアジア版NATOや日米地位協定の改定は、一朝一夕でできる課題ではない。しっかり議論を積み上げていくことが大切だ。日米同盟を中心に、他国と連携を強める中で、日本の対処力や抑止力を高めていくチーム作りをやっていきたい」と語った。特命委は、首相が就任後、党総裁選で訴えた安保政策の持論を封印したことに対する「変節」批判を受けて設立された経緯がある。小野寺氏は会合後、記者団に「アジア版NATOや日米地位協定の問題にフォーカスして議論するというより、今後、トランプ政権とどう向き合い、日本の安保環境を整えるか、石破政権における安保戦略について大きな議論をする場所だ」と語った。【中村紬葵、金寿英】
https://mainichi.jp/articles/20241213/k00/00m/030/368000c,mainichi,left,International,マレーシア元首相のマハティール氏、捜査対象に？　島の領有権問題で,マレーシア元首相のマハティール氏、捜査対象に？　島の領有権問題でマレーシアのマハティール元首相（99）が在任中の政治判断を巡り、捜査対象になる可能性が浮上している。シンガポールと争っていた小島の領有権に関する国際司法裁判所（ICJ）の判断への異議申し立てについて、マハティール氏が独断で取り下げたことが不正行為に当たるとして、王立調査委員会が捜査を勧告した。マハティール氏は、独断ではなかったなどと否定し、対決の構えを見せている。現地メディアによると、問題となっているのは、南シナ海とシンガポール海峡を結ぶ要衝にあるぺドラブランカ島などの領有権に関する対応だ。ICJは2008年、同島がシンガポールに帰属するとの判断を下したが、マレーシア政府は17年に異議を申し立てた。ところが、18年5月の下院選挙を経てマハティール氏が首相に就任した直後に異議申し立ては取り下げられた。アンワル首相が当時の経緯の見直しを指示したとされ、調査委が今年に入って調査に乗り出していた。今月5日に議会に提出された報告書は、マハティール氏が内閣の承認を受けないまま不当に領有権を放棄したとして問題視した。これに対し、マハティール氏は自身のX（ツイッター）に45項目にわたる反論を投稿。異議申し立ての取り下げは閣議で合意された▽異議申し立てがうまく進む可能性は低いとする国際法の専門家らの見解を考慮し、国益を優先した――などと主張した。10日に記者団の取材に応じた際には、調査の背景に政治的動機があるとして現政権を非難したという。マハティール氏と、後継者と目されていたアンワル氏は過去に政敵として対立したが、18年の下院選を機に和解。ただ確執は解消されてはおらず、くすぶったままだ。マハティール氏はザヒド副首相との間でも名誉毀損（きそん）を巡る裁判を抱える。今年1月と10月には感染症の治療のために入院し、裁判は延期されていた。【バンコク武内彩】
https://mainichi.jp/articles/20241214/k00/00m/030/257000c,mainichi,left,International,韓国国会周辺では歓声「民意は生きている」　女性のデモ参加目立つ,韓国国会周辺では歓声「民意は生きている」　女性のデモ参加目立つ韓国の尹錫悦（ユン・ソンニョル）大統領に対する弾劾訴追案の採決が行われた14日、国会前では尹氏の弾劾を求める大規模デモが開かれ、多くの市民が集まった。同日夕方に訴追案が可決されると、市民からは歓声があがった。飲食店経営者の金志明（キム・ジミョン）さん（59）は「本当に良かった。まだ民意が生きていると感じた」と述べた。可決の様子を中継で見た大学生の鄭芝祥（チョン・ジサン）さん(22)は「本当にうれしいがまだ、多くの課題が残っている。崩れた民主主義を再建できるよう、皆で努力しなければならない」と語った。韓国メディアによると、国会周辺には約20万人（警察当局推計）が集まった。軍が民主化デモを弾圧した光州事件(1980年)の現場から朝8時発のバスに乗ってソウルに駆けつけた人もいた。光州市の大学生の女性(26)は採決に先立ち、「国会を掌握しようと兵士を動員したのは明白な内乱行為だ。このような人をこれ以上、大統領の座に座らせることはできない」と強調した。今回の弾劾訴追を巡るデモでは、若い世代を中心にアイドルのコンサートで使われるペンライトを、K－POPに合わせて振る姿が注目された。聯合ニュースは、7日に行われた1回目の弾劾訴追案採決の際に、国会周辺に集まった群衆の約2割が10～20代の女性だったとするソウル市のデータを伝えた。「政治の無関心層と思われていた10～20代では異例の現象」とし、ペンライトなどの「新しい集会文化が多くの若い女性を引きつける起爆材になった」と評価した。【ソウル日下部元美】
https://mainichi.jp/articles/20241215/k00/00m/030/001000c,mainichi,left,International,K-POPに合わせペンライト　韓国“デモ文化”　専門家に聞く変遷,K-POPに合わせペンライト　韓国“デモ文化”　専門家に聞く変遷「弾劾！　弾劾！」――。「非常戒厳」を宣布した尹錫悦（ユンソンニョル）大統領に対する抗議デモで、爆音で流れるK－POPに合わせ、ペンライトを振る人たちの姿が注目を集めている。韓国におけるデモ文化の変遷について、韓国外国語大日本研究所の河昇彬（ハスンビン）招へい研究委員に聞いた。――韓国では、いつからデモで歌うようになったのでしょうか。◆まず、韓国人を表す言葉として「飲酒歌舞」が挙げられるように、昔から公共の場で歌ったり、踊ったりする文化がある。北朝鮮のニュース映像を見ても、市民がよく歌ったり踊ったりしている。朝鮮民族に刻まれているものだと思う。一方で、韓国のデモでは1980年代以前は日本と同じようにシュプレヒコールが主流だった。それが、80年代に民主化運動の中から「民衆歌謡」というジャンルが誕生し、デモや集会で歌われるようになった。いわゆるプロテストソングだ。「あなたのための行進曲」がその代表で、軍が民主化デモを鎮圧した光州事件（80年）をきっかけに作られた曲と言われている。各大学に民衆歌謡のサークルができ、民主化後の90年～2000年代にかけても、学生運動をする学生たちが歌を作り、多くのヒット曲が生まれた。民衆歌謡に合わせて踊るようになったのは90年代ごろで、「岩のように」という歌は当時の学生であればみんな踊りを知っているほど有名になった。――そこからK－POPの流れになるのでしょうか。◆運動の時に歌う歌はみんなが知っていないといけない。民衆歌謡は繰り返し現場で歌われることによって認知が広まった。一方、10年代以降はK－POPをみんなが聴くようになり、その中でヒット曲や共感できるものが運動で利用されるようになる。K―POPを使用したデモとして有名なのが、16年に梨花女子大の学生らが新設学部設立反対を訴えたデモだ。社会人向けの新設学部の選考が不透明であるとして、大規模なデモになった。この運動の中で学生たちが少女時代の「Into　The　New　World」という歌を歌って抗議する姿が、テレビだけでなくネットを通しても注目された。この歌は他の運動でも使われるようになり、今回のデモでも広く歌われている。－－今回、K－POPのアイドルのコンサートの際に使用するペンライトが話題になっています。新しい現象なのでしょうか。◆日本語ではペンライト、韓国語では「応援棒」と言うが、デモで使用するのは新しいトレンドだ。16年の朴槿恵（パククネ）元大統領の弾劾時のデモでもペンライトを使用している人はいたが、当時はろうそくをともすという行為が強調され、象徴になった。今回ペンライトが多く利用されている背景には、その普及率の高さがある。アイドルを応援するペンライトが誕生したのが10年前後だ。その後、コンサートの運営側が観客のペンライトの光を無線で制御し、観客が一体感を持ってコンサートを楽しむといった技術の革新もあった。今はコンサートの必須アイテムとなっている。2～3個持っている人も珍しくない。また、ペンライトが目立つのは、今回、若い女性の参加者が多いことを示している。――デモの会場ではK－POPが大音量で流れ、フェスのような雰囲気もありました。◆デモだけでなく、韓国では政治の場で音楽やダンスが利用されるようになって久しい。金大中元大統領が当選した97年の大統領選の選挙運動で、ヒット曲の替え歌を流すようになった。00年代に入ると、選挙カーの前で選挙を手伝うボランティアの人たちが替え歌に合わせて歌ったり、踊ったりとかするのが日本でもニュースで流れるようになった。――今回、「歩きスマホをしない運動本部」「論文を書いていたけど飛び出してきた人たち」「全国　家でゴロゴロ連合」といったユニークな旗をあげてデモをしている様子もネットで話題になっています。この取り組みはいつからあるのでしょうか。◆16年の弾劾の時に生まれた。デモを行う人に対して、「北朝鮮の命令を受けてやっている」とか「何か政治団体の後ろ盾がある」といった指摘をする人たちがいた。それに怒った市民たちが特定の政治団体にいない普通の市民であることを示すために作り出したのが始まりだ。当初は労組のロゴなど既存のデザインのパロディーを載せたりしていたが、内容が多様化し、今ではオリジナリティーあふれる取り組みになっている。そして、それがネットで共有され、ネット上で意見を表明する際の大喜利ネタのように扱われたりと、ネットと連動した動きになっているのも興味深い。ペンライトと旗は今回のデモを象徴するものだと思う。――旗は韓国では簡単に作れるのでしょうか。◆安く簡単に作れる。日本では政治の現場ではポスターがよく使われるが、韓国は横断幕が頻繁に使用される。街中では至る所で横断幕がかかっているのを見ることができる。このため、横断幕をプリントする業者がたくさんあり、プリンター機を持っている学校もある。旗も横断幕も作り方は同じだ。旗の布の部分だけだと3000～5000円ぐらいで作れる。――デモを楽しんでいるようにも見えるといった指摘もあります。◆支配体制に対してユーモアでやり返すというのは、朝鮮王朝時代にも仮面劇などを通して、一般市民たちが支配階級をからかったり、風刺したりして楽しむという文化はあった。だが、それが今のデモの様子につながっているかというと、違うと思う。民主化運動においては多くの人の血が流れ、ユーモアを入れる雰囲気ではなかった。80～90年代の民衆歌謡は悲壮な曲が多いことからも当時の状況がわかる。デモで使用した火炎瓶で子供が被害にあい、火炎瓶の使用が禁止されたのが90年代後半。今はペンライトと旗を持っている。今のデモの雰囲気は、当時に比べ韓国社会が平和になったことを象徴しているとも言える。【聞き手・日下部元美】
https://mainichi.jp/articles/20241214/k00/00m/030/247000c,mainichi,left,International,「最後の瞬間まで」　韓国・尹大統領が発表した国民への談話全文,「最後の瞬間まで」　韓国・尹大統領が発表した国民への談話全文韓国の尹錫悦（ユン・ソンニョル）大統領に対する弾劾訴追案が14日、国会で可決された。尹大統領が14日に発表した国民向け談話の全文は、次の通り。尊敬する国民の皆さま、本日、国会の弾劾訴追案が可決される様子を見ながら、初めて政治への参加を宣言した2021年6月29日を思い出しました。この国の自由民主主義と法治は崩れていました。自営業者の絶望、若者の挫折が国中を満たしていました。その国民の切望を胸に、政治に飛び込みました。それ以来一瞬たりとも休まず、全力を尽くして働いてきました。　大統領になって現場の国民に会ってみると、前政権の所得主導成長政策で小規模事業者と自営業者が悲鳴を上げていて、不動産の過大なローンで若者や庶民がうめき声をあげていました。けれども、落ち着いて苦しい事情を聴いて少しずつ問題を解決していった時、何よりも大きな幸せを感じました。輸出が回復するにつれて経済が活力を取り戻し、少しずつぬくもりが広がっていく姿に力が出ました。崩れた原発の「生態系」を復元させて、原発の輸出まで成し遂げました。未来のために必ず必要なのに、選挙に不利になることを恐れて、前政権などができなかった4大改革を切迫した気持ちで推進してきました。国民のために悩みながら推進してきた政策などが足を引っ張られた時は気が焦って夜も眠れませんでした。韓米日協力を復元しグローバル外交の地平を広げるために昼夜を問わず走りました。大韓民国の「1号営業マン」として世界を駆け巡って成果を上げた時には、言葉では説明できない大きなやりがいを感じました。大韓民国の国際的地位が高まり我々の安保と経済が堅固になる姿に疲れも忘れました。今、つらかったけれど幸せだったし、大変だったけれどもやりがいがあったその旅路を、しばらく止めることになりました。これまでの努力が無駄にならないか、もどかしいです。私は今、しばらく立ち止まりますが、この2年半、国民と共に歩んできた未来への旅路は決して止めてはいけないでしょう。私は決して諦めません。私への叱責、激励と声援すべてを心に抱いて、最後の瞬間まで国のために最善を尽くします。公職者の皆さまにお願い申し上げます。難しく大変な時間ですが、ぶれずにそれぞれの場所を守り、任された役割を全うしてください。（韓悳洙（ハンドクス））大統領代行を中心にみんなで力を合わせて、国民の安全と幸福を守るために最善を尽くしてください。そして政界にお願いします。暴走と対決の政治から、熟議と配慮の政治に変わるよう、政治文化と制度を改善するのに関心と努力を傾けてください。愛する国民の皆さま、私は韓国国民の底力を信じます。私たち皆、大韓民国の自由民主主義と繁栄のために力を合わせましょう。ありがとうございます。
https://mainichi.jp/articles/20241214/k00/00m/030/245000c,mainichi,left,International,可決弾劾案、「親日外交」批判を削除　最大野党代表が書き換え指示か,可決弾劾案、「親日外交」批判を削除　最大野党代表が書き換え指示か14日に可決された韓国の尹錫悦（ユン・ソンニョル）大統領に対する2回目の弾劾訴追案は、尹氏の対日外交政策に対する批判が削除されるなど1回目から大きく書き換えられた。「弾劾事由とは無関係だ」などの指摘が国内外の専門家から出て、与党が弾劾に賛成しない理由の一つにもなりかねなかったためだ。弾劾案を提出した野党6党は、広く世論の支持を得て与党に賛成を促すためにも、党派性の強い文言は削除した方が得策と見た模様だ。特に問題となったのは1回目の弾劾案の結論部分だ。「価値外交という美名のもとで地政学的バランスを度外視し、朝中露を敵対視し、日本中心の奇異な外交政策に固執し、東北アジアにおいて孤立を招き、戦争の危機を触発した」などと記されていた。韓国の進歩的な野党勢力の間では、日韓関係を大きく改善させた尹氏の対日政策について批判的な見方が主流だ。尹氏の政策全般を批判する意味合いで、こうした文言を挿入したとみられる。しかし、これについて米政府系メディアのボイス・オブ・アメリカ（VOA）が、「日韓関係改善や日米韓の協力強化が韓国を孤立させたという見解は事実と符合しない」などと批判する米国内の専門家の声を伝え、韓国の新聞などでも広く引用された。また尹氏の戒厳令の宣布への見方とは別に、現在の南北、米中関係を見れば、韓国が日米韓の枠組みを重視すること自体は合理的と見る専門家は韓国内にも少なくない。こうした反応を受けて、弾劾案の作成を主導する最大野党「共に民主党」は、李在明（イ・ジェミョン）代表の指示で、戒厳令の違憲性など、弾劾事由と直接関係のある内容に絞って弾劾案を作成し直したという。共に民主党の議員は「1回目は時間がない中で過去の事例の資料を集めて作成した。外交の部分はその際に、間違って入ってしまったものだ」と韓国メディアに説明している。ただ、戒厳令を巡る1回目の弾劾案に、外交政策を巡るイデオロギー的な見方が反映されたことは、今回の事態が韓国内の保革対立と完全に切り離すことはできないことを示している。尹氏も、12日に発表した談話で「中国のスパイが無人機（ドローン）で軍事施設などを撮影しているが、取り締まるために法律を改正しようとすると野党が邪魔をする」などと述べて、外交・安全保障問題を絡めて野党を批判していた。【ソウル福岡静哉】
